Røros Hotell,victim,gang,date,Victim Country,Victim sectors,NumberN/AofN/Aemployees,Sales,Ransom Currency,Ransom Paid
2325,Alliance COAL,vicesociety,6/1/2022,USA,Industrial,N/A,N/A,,
2324,Whitehouse,vicesociety,6/1/2022,Colombia,Public,N/A,N/A,,
2323,FILGO,vicesociety,6/1/2022,Canada,Services,N/A,N/A,,
2322,Gateway College,vicesociety,6/1/2022,USA,Education,N/A,N/A,,
2321,3V Sigma,vicesociety,6/1/2022,Italy,Industrial,N/A,N/A,,
2320,Eskenazi Healthcare Foundation,vicesociety,6/1/2022,USA,Public,N/A,N/A,,
2319,Butali,vicesociety,6/1/2022,Italy,Retail,N/A,N/A,,
2318,Plastipak Holdings,vicesociety,6/1/2022,USA,Services,N/A,N/A,,
2317,Barlow Respiratory Hospital,vicesociety,6/1/2022,USA,Healthcare,N/A,N/A,,
2316,ROC Mondriaan,vicesociety,6/1/2022,Netherlands,Education,N/A,N/A,,
2315,United Healthcare Centers,vicesociety,6/1/2022,USA,Healthcare,N/A,N/A,,
2314,KESSEL AG,vicesociety,6/1/2022,Germany,Services,N/A,N/A,,
2313,Karl Bachl GmbH &amp Co.KG,vicesociety,6/1/2022,Germany,Industrial,N/A,N/A,,
2312,SRH Holding,vicesociety,6/1/2022,Germany,Services,N/A,N/A,,
2311,Manhasset Union Free School District,vicesociety,6/1/2022,USA,Education,N/A,N/A,,
2310,Lufkin Independent School District,vicesociety,6/1/2022,USA,Education,N/A,N/A,,
2309,City of Witten,vicesociety,6/1/2022,Germany,Public,N/A,N/A,,
2308,Holy Family RC &amp CE College,vicesociety,6/1/2022,UK,Education,N/A,N/A,,
2307,Hawthorn The Community Pub Co.,vicesociety,6/1/2022,UK,Retail,N/A,N/A,,
2306,Pontificia Universidad Javeriana,vicesociety,6/1/2022,Colombia,Education,N/A,N/A,,
2305,DFL,vicesociety,6/1/2022,Germany,Energy,N/A,N/A,,
2304,Spar,vicesociety,6/1/2022,Germany,Retail,N/A,N/A,,
2303,Premium Transportation Group,snatch,5/1/2022,USA,Transportation,N/A,N/A,,
2290,bricofer.it,lockbit2,5/1/2022,Italy,Retail,N/A,N/A,,
2289,Summit College,sabbath,4/1/2022,USA,Education,N/A,N/A,,
2286,atsair,lockbit2,4/1/2022,USA,Industrial,N/A,N/A,,
2285,AKIJ GROUP,nightsky,4/1/2022,Bangladesh,Industrial,N/A,N/A,,
2283,thalesgroup,lockbit2,3/1/2022,France,Services,N/A,N/A,,
2282,Iwis Group,conti,3/1/2022,Germany,Industrial,N/A,N/A,,
2281,empireins,lockbit2,1/1/2022,USA,Services,N/A,N/A,,
2280,aulss6neto.i,lockbit2,1/1/2022,Italy,Healthcare,N/A,N/A,,
2279,CED Group,alphv,1/1/2022,Netherlands,Services,N/A,N/A,,
2278,NanoFocus nanofocus,alphv,1/1/2022,Germany,Industrial,N/A,N/A,,
2277,paw.eu,payloadbin,1/1/2022,Poland,Technology,N/A,N/A,,
2276,Serenity Homes SWFL,payloadbin,1/1/2022,USA,Construction,N/A,N/A,,
,Wagstaff,LVBlog,31/12/2021,USA,Industrial,N/A,N/A,,
,Chattanooga Chamber of Commerce,Quantum,31/12/2021,USA,Public,N/A,N/A,,
,American Dream,Conti,31/12/2021,USA,Services,N/A,N/A,,
,ALSOOR FUEL MARKETING COMPANY K.S.C.P,Entropy,30/12/2021,Kuwait,Energy,N/A,N/A,,
,Texsource,Entropy,30/12/2021,USA,Technology,N/A,N/A,,
,MIM TECH ALFA SL (EXTEN EBER SL.),Entropy,30/12/2021,Spain,Industrial,N/A,N/A,,
,Burg Simpson Eldredge Hersh & Jardine,LockBit,30/12/2021,USA,Services,N/A,N/A,,
,Grupo Makler,LockBit,30/12/2021,Venezuela,Financial,N/A,N/A,,
,Right! Systems,LockBit,30/12/2021,USA,Technology,N/A,N/A,,
,DivisionD,Karakurt,29/12/2021,USA,Technology,N/A,N/A,,
,InfoExcavation,Karakurt,29/12/2021,Canada,Construction,N/A,N/A,,
,EDSI,Karakurt,29/12/2021,USA,Industrial,N/A,N/A,,
,Visit MontrÃ©al,Karakurt,29/12/2021,Canada,Hospitality,N/A,N/A,,
,Little Giant,Karakurt,29/12/2021,USA,Technology,N/A,N/A,,
,The Public Safety Credit Union,Karakurt,29/12/2021,USA,Financial,N/A,N/A,,
,BainUltra,Karakurt,29/12/2021,Canada,Industrial,N/A,N/A,,
,Cree Nation of Waskaganish,Karakurt,29/12/2021,Canada,Consumer,N/A,N/A,,
,Weldco Beales,Karakurt,29/12/2021,Canada,Industrial,N/A,N/A,,
,Atlantic Asphalt,Karakurt,29/12/2021,USA,Construction,N/A,N/A,,
,Mount Franklin Foods,Conti,29/12/2021,USA,Consumer,N/A,N/A,,
,Bernd Siegmund GmbH,Conti,29/12/2021,Germany,Industrial,N/A,N/A,,
,Metro,Hive,28/12/2021,USA,Media,N/A,N/A,,
,CANAR OFFICE SYSTEMS COMPANY,Grief,28/12/2021,Saudi Arabia,Technology,N/A,N/A,,
,THONI ALUTEC SP Z O O,Grief,28/12/2021,Poland,Industrial,N/A,N/A,,
,Spar James Hall & Company Heron and Brearley,ViceSociety,28/12/2021,Isle of Man,Hospitality,N/A,N/A,,
,Evalueserve,Rook,28/12/2021,USA,Technology,N/A,N/A,,
,DENSO,Rook,28/12/2021,Japan,Industrial,N/A,N/A,,
,SNOP GROUP,Alphvmm,27/12/2021,Spain,Industrial,N/A,N/A,,
,Lava International Limited,Snatch,27/12/2021,India,Technology,N/A,N/A,,
,TUI UK,Snatch,27/12/2021,UK,Services,N/A,N/A,,
,New Corp,Haron,27/12/2021,USA,Media,N/A,N/A,,
,ENVASES GROUP,Conti,26/12/2021,Mexico,Industrial,N/A,N/A,,
,SVP Groupe,Conti,26/12/2021,France,Technology,N/A,N/A,,
,Economos properties,Conti,26/12/2021,USA,Hospitality,N/A,N/A,,
,The Technord industrial group,Conti,26/12/2021,Belgium,Industrial,N/A,N/A,,
,iGuzzini Group,Conti,26/12/2021,Italy,Industrial,N/A,N/A,,
,Charles Kendall,Conti,26/12/2021,UK,Industrial,N/A,N/A,,
,Arbor Contract Carpet Inc.,Conti,26/12/2021,USA,Industrial,N/A,N/A,,
,Metamorph Group,Conti,26/12/2021,UK,Services,N/A,N/A,,
,RKPT,Conti,26/12/2021,USA,Services,N/A,N/A,,
,The Kessler Collection,AvosLocker,25/12/2021,USA,Hospitality,N/A,N/A,,
,Hako Technology,AvosLocker,25/12/2021,Poland,Industrial,N/A,N/A,,
,Divestco Geoscience Inc,AvosLocker,25/12/2021,Canada,Energy,N/A,N/A,,
,ABC Seamless,Snatch,25/12/2021,USA,Construction,N/A,N/A,,
,InTown Suites,Snatch,25/12/2021,USA,Hospitality,N/A,N/A,,
,Leuze Electronic,Snatch,25/12/2021,Switzerland,Industrial,N/A,N/A,,
,Skyxe Saskatoon Airport,Snatch,25/12/2021,Canada,Transportation,N/A,N/A,,
,Finq,Entropy,25/12/2021,Belgium,Financial,N/A,N/A,,
,Fastline Media Group,Entropy,25/12/2021,USA,Media,N/A,N/A,,
,ATS Korea Holdings,LockBit,25/12/2021,South Korea,Consumer,N/A,N/A,,
,PESTBUSTERS PTE LTD,LockBit,25/12/2021,Singapore,Industrial,N/A,N/A,,
,Chandler,LockBit,25/12/2021,USA,Services,N/A,N/A,,
,Lozza SpA,LockBit,25/12/2021,Italy,Transportation,N/A,N/A,,
,Sintesi Automotive,LockBit,25/12/2021,Italy,Industrial,N/A,N/A,,
,cgm,LockBit,25/12/2021,Germany,Healthcare,N/A,N/A,,
,riverhead.net,LockBit,25/12/2021,USA,Education,N/A,N/A,,
,SMI Imaging Center,LockBit,25/12/2021,USA,Healthcare,N/A,N/A,,
,Family Christian Health Center,Hive,25/12/2021,USA,Healthcare,N/A,N/A,,
,OFFICE OF THE NATIONAL BROADCASTING AND TELECOMMUNICATIONS COMMISSION (Thailand),Grief,25/12/2021,Thailand,Public,N/A,N/A,,
,MAX International Converters,Haron,25/12/2021,USA,Industrial,N/A,N/A,,
,Polysciences,Conti,25/12/2021,USA,Industrial,N/A,N/A,,
,AmigoKids Mayoral,CoomingProject,24/12/2021,Bulgaria,Consumer,N/A,N/A,,
,Kohinoor International School,CoomingProject,24/12/2021,India,Education,N/A,N/A,,
,GRUPO J. URIACH,Alphvmm,24/12/2021,Spain,Healthcare,N/A,N/A,,
,Heron and Brearley,ViceSociety,24/12/2021,Isle of Man,Hospitality,N/A,N/A,,
,DFL,ViceSociety,24/12/2021,Brazil,Healthcare,N/A,N/A,,
,Bay and Bay Transportation,Conti,23/12/2021,USA,Transportation,N/A,N/A,,
,Turner Enterprises,Lorenz,23/12/2021,USA,Entertainment,N/A,N/A,,
,Biotique,Quantum,23/12/2021,India,Services,N/A,N/A,,
,hillsdalefurniture,PayloadBin,23/12/2021,USA,Consumer,N/A,N/A,,
,Sodiba,Quantum,23/12/2021,Angola,Hospitality,N/A,N/A,,
,Lincoln Industries,Alphvmm,22/12/2021,USA,Industrial,N/A,N/A,,
,Holiday Builders,Conti,22/12/2021,USA,Construction,N/A,N/A,,
,ConForm Automotive,Hive,22/12/2021,USA,Industrial,N/A,N/A,,
,Urban Pty Ltd,LockBit,21/12/2021,Canada,Construction,N/A,N/A,,
,Lipinski Logging & Lumber,LockBit,21/12/2021,USA,Industrial,N/A,N/A,,
,Moderncast International Cosmetics Co.,LockBit,21/12/2021,Thailand,Retail,N/A,N/A,,
,PIOLAX,LockBit,21/12/2021,Japan,Industrial,N/A,N/A,,
,Mortgage Assurance Inc,LockBit,21/12/2021,USA,Financial,N/A,N/A,,
,Mohamed Naser Al Hajery and Sons,LockBit,21/12/2021,Kuwait,Consumer,N/A,N/A,,
,McMenamins,Conti,21/12/2021,USA,Hospitality,N/A,N/A,,
,JC White & Haworth,Clop,21/12/2021,USA,Technology,N/A,N/A,,
,Dutton Daniels Hines Kalkhoff Cook & Swanson,Clop,21/12/2021,USA,Services,N/A,N/A,,
,Reliance Electronics Inc,LVBlog,21/12/2021,USA,Industrial,N/A,N/A,,
,CASINO WINNAVEGAS,Conti,20/12/2021,USA,Entertainment,N/A,N/A,,
,Zhilstroysberbank JSC,Rook,20/12/2021,Kazakhstan,Financial,N/A,N/A,,
,Rossell Techsys,Rook,20/12/2021,India,Industrial,N/A,N/A,,
,KMG Prestige,Rook,20/12/2021,USA,Services,N/A,N/A,,
,WOLSEY,Hive,20/12/2021,UK,Consumer,N/A,N/A,,
,Madix Inc,Hive,20/12/2021,USA,Financial,N/A,N/A,,
,Haselden Construction,Hive,20/12/2021,USA,Construction,N/A,N/A,,
,Sit'N Sleep,Hive,20/12/2021,USA,Technology,N/A,N/A,,
,The Briad Group,Conti,20/12/2021,USA,Hospitality,N/A,N/A,,
,Kangean Energy Indonesia,BlackByte,19/12/2021,Indonesia,Energy,N/A,N/A,,
,van Eupen Logistik,Alphvmm,19/12/2021,Germany,Industrial,N/A,N/A,,
,Dental Health Products,BlackByte,19/12/2021,USA,Healthcare,N/A,N/A,,
,BOX MARCHE SPA,LockBit,18/12/2021,Italy,Industrial,N/A,N/A,,
,LONATO MOTEL SRL,LockBit,18/12/2021,Italy,Hospitality,N/A,N/A,,
,Cunningham Golf & Utility,LockBit,18/12/2021,USA,Services,N/A,N/A,,
,BAa legal,LockBit,18/12/2021,Spain,Services,N/A,N/A,,
,Skinner Transportation,LockBit,18/12/2021,USA,Industrial,N/A,N/A,,
,Raveco,Hive,17/12/2021,USA,Healthcare,N/A,N/A,,
,RCMS,Alphvmm,17/12/2021,USA,Healthcare,N/A,N/A,,
,Ben Line Agencies,LVBlog,16/12/2021,Singapore,Transportation,N/A,N/A,,
,AgroFair Benelux,LVBlog,16/12/2021,Netherlands,Consumer,N/A,N/A,,
,PROFIL ALSACE,Grief,15/12/2021,France,Industrial,N/A,N/A,,
,Kenall/Legrand,Lorenz,15/12/2021,USA,Industrial,N/A,N/A,,
,Hellmann Worldwide Logistics,RansomEXX,15/12/2021,Germany,Transportation,N/A,N/A,,
,WEBER_OTT AG,Conti,15/12/2021,Germany,Industrial,N/A,N/A,,
,DEWEtech,Conti,15/12/2021,Germany,Retail,N/A,N/A,,
,Group LDLC,RagnarLocker,15/12/2021,France,Consumer,N/A,N/A,,
,New City Commercial Corporation (NCCC),Alphvmm,14/12/2021,Philippines,Services,N/A,N/A,,
,Amoria Bond,Conti,14/12/2021,UK,Services,N/A,N/A,,
,Hermetic Switch,LockBit,14/12/2021,USA,Technology,N/A,N/A,,
,Sonomatic,Cuba,14/12/2021,USA,Energy,N/A,N/A,,
,Atlas Die LLC,Cuba,14/12/2021,USA,Industrial,N/A,N/A,,
,North Carolina Mutual Life Insurance Company,Cuba,14/12/2021,USA,Financial,N/A,N/A,,
,L.A. HÃ©bert LtÃ©e.,Cuba,14/12/2021,Canada,Construction,N/A,N/A,,
,TTNetvrket P/S,LVBlog,13/12/2021,Denmark,Technology,N/A,N/A,,
,TALIS GROUP,Conti,13/12/2021,UK,Industrial,N/A,N/A,,
,Flanders Color,Grief,13/12/2021,Belgium,Technology,N/A,N/A,,
,Chantelle Group,Conti,13/12/2021,France,Consumer,N/A,N/A,,
,Nordic Choice Hotels,Conti,13/12/2021,Norway,Hospitality,N/A,N/A,,
,MEETH,Conti,13/12/2021,Germany,Industrial,N/A,N/A,,
,DOMICIM Agence,Conti,13/12/2021,Switzerland,Construction,N/A,N/A,,
,Comerio Ercole spa,Conti,13/12/2021,Italy,Industrial,N/A,N/A,,
,Enprecis,Clop,12/12/2021,USA,Industrial,N/A,N/A,,
,MTM RECOGNITION,Clop,12/12/2021,USA,Services,N/A,N/A,,
,MG Oberflchensysteme GmbH & Co,Clop,12/12/2021,Germany,Industrial,N/A,N/A,,
,Swire Pacific Offshore,Clop,12/12/2021,Singapore,Transportation,N/A,N/A,,
,EDAN Instruments,Clop,12/12/2021,China,Industrial,N/A,N/A,,
,Interiorscapes,AvosLocker,11/12/2021,USA,Media,N/A,N/A,,
,G1 Group,LockBit,11/12/2021,UK,Hospitality,N/A,N/A,,
,Pacific Hills,LockBit,11/12/2021,Panama,Construction,N/A,N/A,,
,G. TAMER Holding,LockBit,11/12/2021,Lebanon,Consumer,N/A,N/A,,
,Rob Roe Law,LockBit,11/12/2021,USA,Services,N/A,N/A,,
,Ritchie Bros.,LockBit,11/12/2021,Canada,Industrial,N/A,N/A,,
,Masselin,LockBit,11/12/2021,France,Industrial,N/A,N/A,,
,JPBD Selangor,LVBlog,11/12/2021,Malaysia,Public,N/A,N/A,,
,Shoring Engineers,Grief,10/12/2021,USA,Construction,N/A,N/A,,
,Medical Pharmacies,Snatch,10/12/2021,Canada,Healthcare,N/A,N/A,,
,Saksoft,RagnarLocker,10/12/2021,India,Technology,N/A,N/A,,
,UMW Group,RansomEXX,10/12/2021,Malaysia,Consumer,N/A,N/A,,
,Powell Transportation,Hive,10/12/2021,USA,Transportation,N/A,N/A,,
,Jeffmoss,Everest,10/12/2021,USA,Services,N/A,N/A,,
,Ktmtriallaw,Everest,10/12/2021,USA,Services,N/A,N/A,,
,P&R ENTERPRISES,BlackByte,9/12/2021,USA,Energy,N/A,N/A,,
,Unique Home Solutions,BlackByte,9/12/2021,USA,Construction,N/A,N/A,,
,QUANTICATE LIMITED,BlackByte,9/12/2021,UK,Healthcare,N/A,N/A,,
,PRIDE Community Services,Quantum,9/12/2021,USA,Public,N/A,N/A,,
,ISEC7 Group,Quantum,9/12/2021,Germany,Technology,N/A,N/A,,
,Zepter International,Quantum,9/12/2021,Switzerland,Consumer,N/A,N/A,,
,The Jewelry Exchange,Quantum,9/12/2021,USA,Consumer,N/A,N/A,,
,COMUNE DI TORINO,Conti,9/12/2021,Italy,Public,N/A,N/A,,
,LAVI,Conti,9/12/2021,USA,Industrial,N/A,N/A,,
,Kellersupply,Alphvmm,9/12/2021,USA,Retail,N/A,N/A,,
,Strataworldwide,Alphvmm,9/12/2021,USA,Industrial,N/A,N/A,,
,AgÃªncia Brasileira de PromoÃ§Ã£o de ExportaÃ§Ãµes e Investimentos (ApexBrasil),LockBit,8/12/2021,Brazil,Public,N/A,N/A,,
,ICONINSTITUTE Consulting Group,LockBit,8/12/2021,Germany,Construction,N/A,N/A,,
,Mitchell Stern Law,LockBit,8/12/2021,USA,Public,N/A,N/A,,
,Inperium,LockBit,8/12/2021,USA,Public,N/A,N/A,,
,MS&WOOD,LockBit,8/12/2021,Bosnia and Herzegovina and Herzegovina,Consumer,N/A,N/A,,
,Schneider Electric SE,LockBit,8/12/2021,France,Industrial,N/A,N/A,,
,Club Pilates,LockBit,8/12/2021,USA,Services,N/A,N/A,,
,UPF Barcelona School of Management,LockBit,8/12/2021,Spain,Education,N/A,N/A,,
,KSS Enterprises,LockBit,8/12/2021,USA,Retail,N/A,N/A,,
,Proximity Systems,LockBit,8/12/2021,USA,Healthcare,N/A,N/A,,
,Ducab,LockBit,8/12/2021,United Arab Emirates,Industrial,N/A,N/A,,
,Continuum Green Energy,LockBit,8/12/2021,India,Energy,N/A,N/A,,
,Volkswind GmbH,LockBit,8/12/2021,Germany,Energy,N/A,N/A,,
,North Star Ice Equipment,LockBit,8/12/2021,USA,Industrial,N/A,N/A,,
,Orchestra Premaman,LockBit,8/12/2021,France,Consumer,N/A,N/A,,
,TLP Terminal Sdn Bhd,LVBlog,8/12/2021,Malaysia,Energy,N/A,N/A,,
,Serta,LVBlog,8/12/2021,USA,Consumer,N/A,N/A,,
,NewWave Technologies Inc,Haron,8/12/2021,USA,Technology,N/A,N/A,,
,Fittingbox,Snatch,8/12/2021,USA,Technology,N/A,N/A,,
,Altrux Medical,Snatch,8/12/2021,USA,Healthcare,N/A,N/A,,
,Oroian Guest and Little PC,AvosLocker,7/12/2021,USA,Services,N/A,N/A,,
,Mechanical Degrees,AvosLocker,7/12/2021,USA,Construction,N/A,N/A,,
,Pontificia Universidad Javeriana,ViceSociety,7/12/2021,Colombia,Education,N/A,N/A,,
,Saand,Everest,6/12/2021,Canada,Industrial,N/A,N/A,,
,Unita Locale Sociosaniaria (ulss7),Hive,6/12/2021,Italy,Healthcare,N/A,N/A,,
,Bemis Associates,BlackByte,6/12/2021,USA,Industrial,N/A,N/A,,
,CHR Solutions,Pysa,6/12/2021,USA,Technology,N/A,N/A,,
,Vestas Wind Systems A/S,LockBit,6/12/2021,Denmark,Industrial,N/A,N/A,,
,Kerry Logistics Network Limited,LockBit,6/12/2021,China,Transportation,N/A,N/A,,
,YTL Cement,LockBit,6/12/2021,Malaysia,Construction,N/A,N/A,,
,Caudill Seed,LockBit,6/12/2021,USA,Hospitality,N/A,N/A,,
,Ruwac,RansomEXX,6/12/2021,Germany,Industrial,N/A,N/A,,
,Clementoni,Conti,6/12/2021,Italy,Consumer,N/A,N/A,,
,MST LAWYERS,Conti,6/12/2021,Australia,Public,N/A,N/A,,
,RÃ¶mer LÃ¼ftungs,LockBit,5/12/2021,Germany,Industrial,N/A,N/A,,
,GABEN,LVBlog,5/12/2021,Czech Republic,Technology,N/A,N/A,,
,SAS SUD TRADING COMPANY,Grief,5/12/2021,France,Retail,N/A,N/A,,
,ORNATOP SRL,Grief,5/12/2021,Italy,Consumer,N/A,N/A,,
,Versatrim,Grief,5/12/2021,USA,Industrial,N/A,N/A,,
,Promhotel Travel Services,LVBlog,5/12/2021,France,Hospitality,N/A,N/A,,
,Callay Call Center,LockBit,5/12/2021,Turkey,Services,N/A,N/A,,
,WYDAWNICTWO NOWINY SP Z O O,LockBit,5/12/2021,Poland,Communication,N/A,N/A,,
,Total Fire Protection,LockBit,5/12/2021,USA,Construction,N/A,N/A,,
,Kenwal Steel Corp,LockBit,5/12/2021,USA,Industrial,N/A,N/A,,
,Summit Christian Academy,LockBit,5/12/2021,USA,Education,N/A,N/A,,
,Travel & General Insurance Services (t&g),LockBit,5/12/2021,UK,Hospitality,N/A,N/A,,
,Atlas Export Enterprises,LockBit,5/12/2021,India,Consumer,N/A,N/A,,
,PICTURE SPECIALIST FOR MEMORIAL (DEDO Classic),LockBit,5/12/2021,Canada,Consumer,N/A,N/A,,
,Murray's Cheese,LockBit,5/12/2021,USA,Retail,N/A,N/A,,
,Mainstream Data,LockBit,5/12/2021,USA,Technology,N/A,N/A,,
,Comark (Canada),LockBit,5/12/2021,Canada,Retail,N/A,N/A,,
,Prairie's Edge,LockBit,5/12/2021,USA,Entertainment,N/A,N/A,,
,HOULE,Conti,5/12/2021,Canada,Construction,N/A,N/A,,
,Spencer Gifts LLC,Conti,5/12/2021,USA,Retail,N/A,N/A,,
,FUNDX S.A.,Entropy,4/12/2021,Luxembourg,Financial,N/A,N/A,,
,Seldin Company,Everest,4/12/2021,USA,Construction,N/A,N/A,,
,NLB Corporation,Conti,4/12/2021,USA,Industrial,N/A,N/A,,
,The AdelaÃ¯de Group (Verlingue),Entropy,4/12/2021,France,Financial,N/A,N/A,,
,Bohlin Cywinski Jackson,Suncrypt,4/12/2021,USA,Construction,N/A,N/A,,
,Hawthorn The Community Pub Co.,ViceSociety,4/12/2021,UK,Hospitality,N/A,N/A,,
,Linicals,RagnarLocker,4/12/2021,Japan,Healthcare,N/A,N/A,,
,Western Heating & Air Conditioning,AvosLocker,4/12/2021,Indonesia,Consumer,N/A,N/A,,
,Hahn Engineering,AvosLocker,4/12/2021,USA,Technology,N/A,N/A,,
,Decorator Industries,AvosLocker,4/12/2021,USA,Consumer,N/A,N/A,,
,Sadbhav Engineering Limited,Hive,3/12/2021,India,Construction,N/A,N/A,,
,CareFirst CHPDC,Snatch,3/12/2021,USA,Healthcare,N/A,N/A,,
,Groupe LDLC,RagnarLocker,2/12/2021,France,Consumer,N/A,N/A,,
,Institute For Systems And Robotics (IsrLisboa),Hive,2/12/2021,Portugal,Education,N/A,N/A,,
,Lootah Group,Snatch,2/12/2021,United Arab Emirates,Technology,N/A,N/A,,
,Premier Crane & Transportation,Grief,2/12/2021,USA,Transportation,N/A,N/A,,
,KISTERS,Conti,1/12/2021,Germany,Energy,N/A,N/A,,
,SICAME AUSTRALIA PTY LTD,Grief,1/12/2021,Australia,Industrial,N/A,N/A,,
,Drake & Scull International PJSC,Hive,1/12/2021,United Arab Emirates,Construction,N/A,N/A,,
,MediaMarkt,Hive,1/12/2021,Switzerland,Retail,N/A,N/A,,
,Bohlke International Airways,Hive,1/12/2021,USA,Transportation,N/A,N/A,,
,Herbert Burda GmbH,Conti,1/12/2021,Germany,Consumer,N/A,N/A,,
,FRONTIER SOFTWARE,Conti,1/12/2021,UK,Technology,N/A,N/A,,
,Volvo Car Corporation,Snatch,1/12/2021,Germany,Industrial,N/A,N/A,,
,KargesFaulconbridge,BlackByte,30/11/2021,USA,Industrial,N/A,N/A,,
,INTER InterElectric,Pay2Key,30/11/2021,Israel,Technology,N/A,N/A,,
,MTLAW [Markman&Tomashin Law Firm],Pay2Key,30/11/2021,Israel,Services,N/A,N/A,,
,QRS Healthcare Solutions,Snatch,30/11/2021,USA,Technology,N/A,N/A,,
,UABL S.A.,Quantum,30/11/2021,Argentina,Transportation,N/A,N/A,,
,MOTOR VEHICLE ACCIDENT FUND PENSION FUND,BlackByte,30/11/2021,Botswana,Public,N/A,N/A,,
,Koltepatil,BlackByte,30/11/2021,India,Construction,N/A,N/A,,
,Emery Jensen Distribution,BlackByte,30/11/2021,USA,Retail,N/A,N/A,,
,Wolverine freight (591182 Ontario Limited),Grief,30/11/2021,Canada,Transportation,N/A,N/A,,
,SIRCHIE,Conti,30/11/2021,USA,Public,N/A,N/A,,
,D L B DELTA LEADING BROKER SRL,LockBit,29/11/2021,Italy,Financial,N/A,N/A,,
,Epple Druckfarben,Conti,29/11/2021,Germany,Industrial,N/A,N/A,,
,San Carlo,Conti,29/11/2021,Italy,Consumer,N/A,N/A,,
,Rei Company,LVBlog,29/11/2021,USA,Energy,N/A,N/A,,
,Affinity Capital Exchange Inc,ArvinClub,28/11/2021,USA,Financial,N/A,N/A,,
,DUNMORE,Conti,28/11/2021,USA,Industrial,N/A,N/A,,
,Amtech Corporation,Snatch,27/11/2021,USA,Industrial,N/A,N/A,,
,Cadence Aerospace,Snatch,27/11/2021,USA,Industrial,N/A,N/A,,
,Bock,Snatch,27/11/2021,USA,Services,N/A,N/A,,
,Landmark Builders,Snatch,27/11/2021,USA,Construction,N/A,N/A,,
,Daylesford Organic,Snatch,27/11/2021,UK,Hospitality,N/A,N/A,,
,Match MG,Snatch,27/11/2021,Canada,Media,N/A,N/A,,
,Salinen Austria,Snatch,27/11/2021,Austria,Industrial,N/A,N/A,,
,Lenz Contractors,LockBit,27/11/2021,USA,Construction,N/A,N/A,,
,Servicios Telepro S.A. de C.V,LockBit,27/11/2021,Mexico,Technology,N/A,N/A,,
,Effectual,LockBit,27/11/2021,USA,Technology,N/A,N/A,,
,HSV Group,LockBit,27/11/2021,Vietnam,Technology,N/A,N/A,,
,Nextech Asia Company,LockBit,27/11/2021,Thailand,Technology,N/A,N/A,,
,Alixa Rx LLC,Entropy,27/11/2021,USA,Healthcare,N/A,N/A,,
,APG Neuros,Snatch,27/11/2021,Canada,Industrial,N/A,N/A,,
,Ishida,Snatch,27/11/2021,USA,Industrial,N/A,N/A,,
,Arbitech,Snatch,27/11/2021,USA,Technology,N/A,N/A,,
,West Virginia Parkways Authority,AvosLocker,26/11/2021,USA,Public,N/A,N/A,,
,Interfor Corporation,LockBit,26/11/2021,Canada,Industrial,N/A,N/A,,
,Atlas,LockBit,26/11/2021,Brazil,Consumer,N/A,N/A,,
,Vicksburg Housing Management and Development,LockBit,26/11/2021,USA,Public,N/A,N/A,,
,Ardebol Assessors Sl,LockBit,26/11/2021,Spain,Education,N/A,N/A,,
,Ivoire Equipements,LockBit,26/11/2021,Ivory Coast,Industrial,N/A,N/A,,
,Monterey Peninsula Unified School District,LockBit,26/11/2021,USA,Education,N/A,N/A,,
,Inlad,LockBit,26/11/2021,USA,Industrial,N/A,N/A,,
,Acne Studios,Conti,26/11/2021,Sweden,Consumer,N/A,N/A,,
,Supernus Pharmaceuticals,Hive,25/11/2021,USA,Healthcare,N/A,N/A,,
,WELLS FARM DAIRY LIMITED,Grief,24/11/2021,UK,Consumer,N/A,N/A,,
,OITP,Cuba,24/11/2021,Canada,Education,N/A,N/A,,
,Grupo5,Hive,24/11/2021,Spain,Healthcare,N/A,N/A,,
,Centerspace,LockBit,24/11/2021,USA,Construction,N/A,N/A,,
,Merchantrade Asia Sdn Bhd,LockBit,24/11/2021,Malaysia,Financial,N/A,N/A,,
,Jurelus Rechtsanwaltsgesellschaft mbH,LockBit,24/11/2021,Germany,Public,N/A,N/A,,
,UsLawrence,LockBit,24/11/2021,USA,Financial,N/A,N/A,,
,Assisted Living Pharmacy Service LLC,LVBlog,24/11/2021,USA,Retail,N/A,N/A,,
,Team Computers Ltd.,RagnarLocker,23/11/2021,India,Technology,N/A,N/A,,
,Transco SÃ¼d Internationale Transporte Gesellschaft mit beschrÃ¤nkter Haftung,Grief,23/11/2021,Germany,Transportation,N/A,N/A,,
,Goodwill of Central and Coastal Virginia,BlackByte,23/11/2021,USA,Consumer,N/A,N/A,,
,INOXPA,BlackByte,23/11/2021,Spain,Industrial,N/A,N/A,,
,Argentina GOV,Everest,23/11/2021,Argentina,Public,N/A,N/A,,
,APR Supply,Hive,23/11/2021,USA,Retail,N/A,N/A,,
,PACE Worldwide,Karakurt,22/11/2021,USA,Industrial,N/A,N/A,,
,Valley Realty,Karakurt,22/11/2021,USA,Construction,N/A,N/A,,
,Petro Serve USA.,Karakurt,22/11/2021,USA,Energy,N/A,N/A,,
,Contech TopSystems AG,Karakurt,22/11/2021,USA,Healthcare,N/A,N/A,,
,RI Analytical Laboratories Inc,Karakurt,22/11/2021,USA,Consumer,N/A,N/A,,
